spec.name,spec.name.ORIG,Squished,Brackets.detected,Number.detected,Unique,Matched,Fuzzy,Fuzzy.dist,OriSeq,Subseq,taxonID,scientificNameID,localID,scientificName,taxonRank,parentNameUsageID,scientificNameAuthorship,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,verbatimTaxonRank,nomenclaturalStatus,namePublishedIn,taxonomicStatus,acceptedNameUsageID,originalNameUsageID,nameAccordingToID,taxonRemarks,references,source,majorGroup,tplID,Hybrid,New.accepted,Old.status,Old.ID,Old.name,One.Reason,TSN
Agrostema githago,Agrostema githago,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,1,1,wfo-0000524512,urn:lsid:ipni.org:names:95561-3,759050,Agrostemma githago,species,wfo-4000000994,L.,Caryophyllaceae,,,,Agrostemma,,githago,,species,Valid,Species Plantarum 2 1753,Accepted,,,NA,"Source in seed data: cmp Updated namepublishedIn from Sp. Pl. 435 1753 to Species Plantarum 2 1753 , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2626726 >The P",http://www.theplantlist.org/tpl1.1/record/kew-2626726,The Caryophyllales TEN -The Caryophyllales Network,A,kew-2626726,,FALSE,,,,,20230
Allium canadensis,Allium canadensis,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,2,1,wfo-0000755875,urn:lsid:ipni.org:names:527759-1,295220,Allium canadense,species,wfo-4000001260,L.,Amaryllidaceae,,,,Allium,,canadense,,species,Valid,Sp. Pl. : 1195 (1753),Accepted,,,NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 2: 1195. 1753 [1 May 1753] to Sp. Pl. : 1195 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2",http://www.theplantlist.org/tpl1.1/record/kew-295220,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-295220,,FALSE,,,,Not a synonym,42635
Althea officinalis,Althea officinalis,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,3,1,wfo-0000529011,urn:lsid:ipni.org:names:558872-1,763753,Althaea officinalis,species,wfo-4000001416,L.,Malvaceae,,,,Althaea,,officinalis,,species,Valid,Sp. Pl. : 686 (1753),Accepted,,,NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 686 1753 to Sp. Pl. : 686 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2631597 >The Plant L",http://www.theplantlist.org/tpl1.1/record/kew-2631597,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2631597,,FALSE,,,,,21610
Anagalis arvensis,Anagalis arvensis,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,4,1,wfo-0000744184,urn:lsid:ipni.org:names:77100386-1,1019396,Anagallis arvensis,species,wfo-4000022565,(L.) U.Manns & Anderb.,Primulaceae,,,,Lysimachia,,arvensis,,species,Valid,Willdenowia  39: 51 (2009),Accepted,,wfo-0000533162,NA,"Source in seed data: ksu Update namepublishedIn from Willdenowia 39(1): 51. 2009 [7 Jul 2009] to Willdenowia 39: 51 (2009), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/re",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77100386-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2896568,,TRUE,Synonym,wfo-0000533162,Anagallis arvensis,,24043
Anemonella thallictroides,Anemonella thallictroides,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,5,1,wfo-0000535938,urn:lsid:ipni.org:names:708732-1,770945,Anemonella thalictroides,species,wfo-4000002055,Spach,Ranunculaceae,,,,Anemonella,,thalictroides,,species,Valid,Hist. Nat. Vég. 7: 240 (1838),Accepted,,wfo-0000535845,NA,"Source in seed data: cmp Updated scientificnameAuthorship from (L.) Spach to Spach, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2638832 >The Plant List v.1.1.<",http://www.theplantlist.org/tpl1.1/record/kew-2638832,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2638832,,FALSE,,,,,508858
Calopogon pulchellis,Calopogon pulchellis,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,6,1,wfo-0000780309,urn:lsid:ipni.org:names:77167801-1,31886,Calopogon tuberosus var. tuberosus,variety,wfo-0000780265,,Orchidaceae,,,,Calopogon,,tuberosus,tuberosus,variety,Valid,Unknown,Accepted,,,NA,"Source in seed data: wcs Updated taxonomicstatus from Accepted to accepted, acceptedNameId from to null, [references] from https://wcvp.science.kew.org/taxon/77167801-1, according to WCVP, information provided by Alan E. on email Dec 02 2020 More details",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77167801-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-31886,,TRUE,Synonym,wfo-0000780209,Calopogon pulchellus,smallest ID,527036
Cannabis sativam,Cannabis sativam,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,7,1,wfo-0000584001,urn:lsid:ipni.org:names:306087-2,827930,Cannabis sativa,species,wfo-4000006546,L.,Cannabaceae,,,,Cannabis,,sativa,,species,Valid,Sp. Pl. : 1027 (1753),Accepted,,,NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 1027 1753 to Sp. Pl. : 1027 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2696480 >The Plant",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:306087-2,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2696480,,FALSE,,,,,19109
Cardamine bulbosus,Cardamine bulbosus,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,2,8,1,wfo-0000586592,urn:lsid:ipni.org:names:45119-2,830965,Cardamine bulbosa,species,wfo-4000006656,"(Schreb. ex Muhl.) Britton, Sterns & Poggenb.",Brassicaceae,,,,Cardamine,,bulbosa,,species,Valid,Prelim. Cat. : 4 (1888),Accepted,,wfo-0000542005,NA,"Source in seed data: cmp Update namepublishedIn from Prelim. Cat. 4 1888 to Prelim. Cat. : 4 (1888), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2699541 >The P",http://www.theplantlist.org/tpl1.1/record/kew-2699541,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2699541,,FALSE,,,,,22769
Cornus ammonum,Cornus ammonum,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,2,9,1,wfo-0000924584,urn:lsid:ipni.org:names:66085-2,47280,Cornus amomum,species,wfo-4000009342,Mill.,Cornaceae,,,,Cornus,,amomum,,species,Valid,"Gard. Dict., ed. 8. : n.° 5 (1768)",Accepted,,,NA,"Source in seed data: wcs Update namepublishedIn from Gard. Dict. ed. 8 5 1768 to Gard. Dict. ed. 8 : n.º 5 (1768), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:66085-2,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-47280,,FALSE,,,,,27799
Crotolaria sagittalis,Crotolaria sagittalis,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,10,1,wfo-0000174082,urn:lsid:ipni.org:names:318914-2,20198,Crotalaria sagittalis,species,wfo-4000009787,L.,Fabaceae,Papilionoideae,,,Crotalaria,,sagittalis,,species,Valid,Sp. Pl. : 714 (1753),Accepted,,,NA,"Source in seed data: ildis Update namepublishedIn from to Sp. Pl. : 714 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-20198 >The Plant List v.1.1.</a> Or",https://www.legumedata.org/taxonomy/taxon/2744502,The Fabaceae TEN - Legume Taxonomy Working Group,A,ild-20198,,FALSE,,,,,26579
Cypredium acaule,Cypredium  acaule,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2,11,1,wfo-0000935125,urn:lsid:ipni.org:names:75333-2,53870,Cypripedium acaule,species,wfo-4000010482,Aiton,Orchidaceae,,,,Cypripedium,,acaule,,species,Valid,Hort. Kew. 3: 303 (1789),Accepted,,,NA,"Source in seed data: wcs Update namepublishedIn from Hort. Kew. 3: 303 1789 to Hort. Kew. 3: 303 (1789), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-53870 >The",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:75333-2,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-53870,,FALSE,,,,,43534
Erigeron philadelphius,Erigeron philadelphius,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,12,2,wfo-0000022234,urn:lsid:ipni.org:names:204312-1,GCC-71C46651-4FCA-4CD4-BE9D-C9EAFE03455E,Erigeron philadelphicus,species,wfo-4000013785,L.,Asteraceae,Asteroideae,Astereae,Conyzinae,Erigeron,,philadelphicus,,species,Valid,Sp. Pl. : 863 (1753),Accepted,,,NA,"Source in seed data: gcc Update namepublishedIn from Sp. Pl.: 863 (1753) to Sp. Pl. : 863 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-121495 >The Plant",https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1108554,The Asteraceaae TEN,A,gcc-121495,,FALSE,,,,Not a synonym,35809
Eupatorium perfoliata,Eupatorium perfoliata,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,2,13,1,wfo-0000027022,urn:lsid:ipni.org:names:277036-2,GCC-0651A369-2C83-4777-829E-D49816A52B82,Eupatorium perfoliatum,species,wfo-4000014215,L.,Asteraceae,Asteroideae,Eupatorieae,Eupatoriinae,Eupatorium,,perfoliatum,,species,Valid,Sp. Pl. : 838 (1753),Accepted,,,NA,"Source in seed data: gcc Update namepublishedIn from Sp. Pl. 838 1753 to Sp. Pl. : 838 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-126117 >The Plant Li",https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1109836,The Asteraceaae TEN,A,gcc-126117,,FALSE,,,,,35980
Galium circaezens,Galium circaezens,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,14,1,wfo-0000968671,urn:lsid:ipni.org:names:749731-1,86048,Galium circaezans,species,wfo-4000015241,Michx.,Rubiaceae,,,,Galium,,circaezans,,species,Valid,Fl. Bor.-Amer.  1: 80 (1803),Accepted,,,NA,"Source in seed data: wcs Update namepublishedIn from Fl. Bor.-Amer. 1: 80 1803 to Fl. Bor.-Amer. 1: 80 (1803), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-8604",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:749731-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-86048,,FALSE,,,,,34800
Galium mullugo,Galium mullugo,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,15,1,wfo-0000969499,urn:lsid:ipni.org:names:750253-1,86839,Galium mollugo,species,wfo-4000015241,L.,Rubiaceae,,,,Galium,,mollugo,,species,Valid,Sp. Pl. : 107 (1753),Accepted,,,NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 1: 107. 1753 [1 May 1753] to Sp. Pl. : 107 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-868",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:750253-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-86839,,FALSE,,,,,34891
Geum canadensis,Geum canadensis,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,16,2,wfo-0001012938,urn:lsid:ipni.org:names:30065568-2,5587,Geum canadense,species,wfo-4000015601,Jacq.,Rosaceae,,,,Geum,,canadense,,species,Valid,Hort. Bot. Vindob.  2: 82 (1773),Accepted,,,NA,"Source in seed data: rjp Update namepublishedIn from Hortus botanicus vindobonensis ; 1770 82, pl.175 1773 to Hort. Bot. Vindob. 2: 82 (1773), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplan",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30065568-2,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-5587,,FALSE,,,,Accepted,24645
Goodyera tessellata,Goodyera tessellata,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,17,1,wfo-0000974794,urn:lsid:ipni.org:names:112587-2,91939,Goodyera tesselata,species,wfo-4000016055,G.Lodd.,Orchidaceae,,,,Goodyera,,tesselata,,species,Valid,Bot. Cab. 10: t. 952 (1825),Accepted,,,NA,"Source in seed data: wcs Updated scientificnameAuthorship from G.Lodd. to Lodd., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-91939 >The Plant List v.1.1.</a> O",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:112587-2,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-91939,,FALSE,,,,Accepted,43596
Habenaria blephariglottis,Habenaria  blephariglottis ,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,18,1,wfo-0000274348,urn:lsid:ipni.org:names:77169511-1,157050,Platanthera blephariglottis var. blephariglottis,variety,wfo-0000274346,,Orchidaceae,,,,Platanthera,,blephariglottis,blephariglottis,variety,Valid,Unknown,Accepted,,,NA,"Source in seed data: wcs Updated taxonomicstatus from Accepted to accepted, acceptedNameId from to null, [references] from https://wcvp.science.kew.org/taxon/77169511-1, according to WCVP, information provided by Alan E. on email Dec 02 2020 More details",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77169511-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-157050,,TRUE,Synonym,wfo-0000977226,Habenaria blephariglottis,,196396
Habenaria clavellata,Habenaria  clavellata,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,19,1,wfo-0000274386,urn:lsid:ipni.org:names:201638-2,157085,Platanthera clavellata,species,wfo-4000030056,(Michx.) Luer,Orchidaceae,,,,Platanthera,,clavellata,,species,Valid,Native Orchids Florida : 148 (1972),Accepted,,wfo-0000259069,NA,"Source in seed data: wcs Update namepublishedIn from Native Orchids Florida 148 1972 to Native Orchids Florida : 148 (1972), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/r",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:201638-2,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-157085,,TRUE,Synonym,wfo-0000977360,Habenaria clavellata,,43423
Habenaria dilatata,Habenaria  dilatata,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,20,1,wfo-0000274419,urn:lsid:ipni.org:names:30167398-2,157114,Platanthera dilatata,species,wfo-4000030056,(Pursh) Lindl. ex L.C.Beck,Orchidaceae,,,,Platanthera,,dilatata,,species,Valid,Bot. North. Middle States : 347 (1833),Accepted,,wfo-0000259167,NA,"Source in seed data: wcs Updated namepublishedIn from Bot. North. Middle States 347 1833 to Bot. North. Middle States [Beck] 347. 1833 , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:651717-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-157114,,TRUE,Synonym,wfo-0000977498,Habenaria dilatata,,43425
Habenaria fimbriata,Habenaria  fimbriata,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,21,2,wfo-0000274471,urn:lsid:ipni.org:names:651760-1,157162,Platanthera grandiflora,species,wfo-4000030056,(Bigelow) Lindl.,Orchidaceae,,,,Platanthera,,grandiflora,,species,Valid,Gen. Sp. Orchid. Pl. : 294 (1835),Accepted,,wfo-0000259319,NA,"Source in seed data: wcs Updated scientificnameAuthorship from (Bigelow) Lindl. to Lindl., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-157162 >The Plant List v",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:651760-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-157162,,TRUE,Synonym,wfo-0000977617,Habenaria fimbriata,smallest ID,43426
Habenaria flava,Habenaria  flava,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,22,1,wfo-0000274445,urn:lsid:ipni.org:names:1045555-2,157138,Platanthera flava,species,wfo-4000030056,(L.) Lindl.,Orchidaceae,,,,Platanthera,,flava,,species,Valid,Gen. Sp. Orchid. Pl. : 293 (1835),Accepted,,wfo-0000259253,NA,"Source in seed data: wcs Update namepublishedIn from Gen. Sp. Orchid. Pl. 293 1835 to Gen. Sp. Orchid. Pl. : 293 (1835), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/recor",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1045555-2,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-157138,,TRUE,Synonym,wfo-0000977630,Habenaria flava,,43414
Habenaria lacera,Habenaria  lacera,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,23,1,wfo-0000274538,urn:lsid:ipni.org:names:651799-1,157224,Platanthera lacera,species,wfo-4000030056,(Michx.) G.Don,Orchidaceae,,,,Platanthera,,lacera,,species,Valid,"Hort. Brit. , ed. 3: 650 (1839)",Accepted,,wfo-0000259466,NA,"Source in seed data: wcs Updated scientificnameAuthorship from (Michx.) G.Don to G.Don, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-157224 >The Plant List v.1.",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:651799-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-157224,,TRUE,Synonym,wfo-0000977934,Habenaria lacera,smallest ID,43430
Habenaria orbiculata,Habenaria  orbiculata,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,24,1,wfo-0000274633,urn:lsid:ipni.org:names:30220552-2,157312,Platanthera orbiculata,species,wfo-4000030056,(Pursh) Lindl.,Orchidaceae,,,,Platanthera,,orbiculata,,species,Valid,Gen. Sp. Orchid. Pl. : 286 (1835),Accepted,,wfo-0000259744,NA,"Source in seed data: wcs Update namepublishedIn from Gen. Sp. Orchid. Pl. 286 1835 to Gen. Sp. Orchid. Pl. : 286 (1835), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/recor",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30220552-2,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-157312,,TRUE,Synonym,wfo-0000978294,Habenaria orbiculata,smallest ID,43435
Habenaria psychodes,Habenaria  psychodes,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,25,1,wfo-0000274662,urn:lsid:ipni.org:names:1009442-2,157339,Platanthera psycodes,species,wfo-4000030056,(L.) Lindl.,Orchidaceae,,,,Platanthera,,psycodes,,species,Valid,Gen. Sp. Orchid. Pl. : 294 (1835),Accepted,,wfo-0000259891,NA,"Source in seed data: wcs Updated namepublishedIn from Gen. Sp. Orchid. Pl. 294 1835 to Gen. Sp. Orchid. Pl. 294. 1835 [Sep 1835] , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tp",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:651873-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-157339,,TRUE,Synonym,wfo-0000978474,Habenaria psycodes,,504441
Helianthemum canadensis,Helianthemum canadensis,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,2,26,1,wfo-0000626248,urn:lsid:ipni.org:names:69585-2,873181,Crocanthemum canadense,species,wfo-4000009725,(L.) Britton,Cistaceae,,,,Crocanthemum,,canadense,,species,Valid,"Ill. Fl. N. U.S. , ed. 2, 2: 540 (1913)",Accepted,,wfo-0000607234,NA,"Source in seed data: cmp Updated scientificnameAuthorship from (L.) Britton to Britton, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2742925 >The Plant List v.1",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:69585-2,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2742925,,TRUE,Synonym,wfo-0000717348,Helianthemum canadense,,511781
Hemerocallis fulva,Hemerocallis  fulva,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,27,1,wfo-0000655134,urn:lsid:ipni.org:names:536335-1,277643,Hemerocallis fulva,species,wfo-4000017336,(L.) L.,Asphodelaceae,Hemerocallidoideae,,,Hemerocallis,,fulva,,species,Valid,Sp. Pl. ed. 2 : 462 (1762),Accepted,,wfo-0000770438,NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. ed. 2 462 1762 to Sp. Pl. ed. 2 : 462 (1762), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-277643 >",http://www.theplantlist.org/tpl1.1/record/kew-277643,The Asphodelaceae TEN,A,kew-277643,,FALSE,,,,,42943
Hydrocotyl americana,Hydrocotyl americana,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,28,1,wfo-0000726327,urn:lsid:ipni.org:names:843379-1,982661,Hydrocotyle americana,species,wfo-4000018527,L.,Araliaceae,,,,Hydrocotyle,,americana,,species,Valid,Sp. Pl. : 234 (1753),Accepted,,,NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 234 1753 to Sp. Pl. : 234 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2855918 >The Plant L",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:843379-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2855918,,FALSE,,,,,29519
Hypericum elliptium,Hypericum elliptium,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,29,1,wfo-0001295683,urn:lsid:ipni.org:names:433397-1,7800007,Hypericum ellipticum,species,wfo-4000018759,Hook.,Hypericaceae,,,,Hypericum,,ellipticum,,species,Valid,Fl. Bor.-Amer.  1: 110 (1831),Accepted,,,NA,"Source in seed data: tro Update namepublishedIn from Fl. Bor.-Amer. 1(3): 110–111 1831 to Fl. Bor.-Amer. 1: 110 (1831), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/reco",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:433397-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,tro-7800007,,FALSE,,,,,21437
Ipomea purpurea,Ipomea purpurea,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,30,1,wfo-0001296676,urn:lsid:ipni.org:names:30043043-2,8500061,Ipomoea purpurea,species,wfo-4000019160,(L.) Roth,Convolvulaceae,,,,Ipomoea,,purpurea,,species,Valid,Bot. Abh. Beobacht. : 27 (1787),Accepted,,,NA,"Source in seed data: tro Update namepublishedIn from Bot. Abh. Beobacht. 27 1787 to Bot. Abh. Beobacht. : 27 (1787), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tr",http://www.theplantlist.org/tpl1.1/record/tro-8500061,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,tro-8500061,,FALSE,,,,,30789
Iris pseudoacorus,Iris pseudoacorus,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,31,1,wfo-0000783754,urn:lsid:ipni.org:names:438992-1,322261,Iris pseudacorus,species,wfo-4000019189,L.,Iridaceae,,,,Iris,,pseudacorus,,species,Valid,Sp. Pl. : 38 (1753),Accepted,,,NA,"Source in seed data: iplants Update namepublishedIn from Sp. Pl. 1: 38. 1753 [1 May 1753] to Sp. Pl. : 38 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-3",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:438992-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-322261,,FALSE,,,,,43194
Krigia viginica,Krigia viginica,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,32,1,wfo-0000058650,urn:lsid:ipni.org:names:133939-2,GCC-2CC8A1CA-7B22-40EA-8718-1D2EB8942247,Krigia virginica,species,wfo-1000043995,(L.) Willd.,Asteraceae,Cichorioideae,Cichorieae,Microseridinae,Krigia,,virginica,,species,Valid,"Sp. Pl., ed. 4 , 3: 1618 (1803)",Accepted,,wfo-0000085994,NA,"Source in seed data: gcc Update namepublishedIn from 1618 1803 to Sp. Pl., ed. 4 , 3: 1618 (1803), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-15758 >The Plant",https://cichorieae.e-taxonomy.net/portal/cdm_dataportal/taxon/20b2ac67-295e-4e2c-a344-bb3a0b16d814,The Asteraceaae TEN,A,gcc-15758,,FALSE,,,,Not a synonym,37816
Lamium amplexicaulis,Lamium amplexicaulis,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,2,33,1,wfo-0000222440,urn:lsid:ipni.org:names:448797-1,107386,Lamium amplexicaule,species,wfo-4000020496,L.,Lamiaceae,,,,Lamium,,amplexicaule,,species,Valid,Sp. Pl. : 579 (1753),Accepted,,,NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 579 1753 to Sp. Pl. : 579 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-107386 >The Plant Li",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:448797-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-107386,,FALSE,,,,,32539
Leontodon autumalis,Leontodon autumalis,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,34,1,wfo-0000022256,urn:lsid:ipni.org:names:243480-1,GCC-7C5AD615-6F2C-427D-9C9C-C9F69D0F5EA0,Leontodon autumnalis,species,wfo-4000034833,(L.) Moench,Asteraceae,Cichorioideae,Cichorieae,Hypochaeridinae,Scorzoneroides,,autumnalis,,species,Valid,Methodus : 549 (1794),Accepted,,wfo-0000024940,NA,"Source in seed data: gcc Update namepublishedIn from Methodus (Moench) 549. 1794 [4 May 1794] to Methodus : 549 (1794), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record",https://cichorieae.e-taxonomy.net/portal/cdm_dataportal/taxon/0c17975e-14d9-432b-846a-9f290c1a88fe,The Asteraceaae TEN,A,gcc-121516,,TRUE,Synonym,wfo-0000010339,Leontodon autumnalis,smallest ID,37883
